Problem No,Problem Category,Problem Name,Tags,Difficulty,Total solve
1671,C,Dolce Vita,"['binary search', 'brute force', 'greedy', 'math']",1200,14045
1671,B,Consecutive Points Segment,"['brute force', 'math', 'sortings']",1000,16933
1671,A,String Building,['implementation'],800,19208
1670,F,"Jee, You See?","['bitmasks', 'combinatorics', 'dp']",2400,805
1670,E,Hemose on the Tree,"['bitmasks', 'constructive algorithms', 'dfs and similar', 'trees']",2200,1478
1670,D,Very Suspicious,"['binary search', 'brute force', 'geometry', 'greedy', 'implementation', 'math']",1700,4483
1670,C,Where is the Pizza?,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation', 'math']",1400,8480
1670,B,Dorms War,"['brute force', 'implementation', 'strings']",1100,11666
1670,A,Prof. Slim,"['greedy', 'implementation', 'sortings']",800,14646
1669,H,Maximal AND,"['bitmasks', 'greedy', 'math']",1300,13108
1669,G,Fall Down,"['dfs and similar', 'implementation']",1200,14651
1669,F,Eating Candies,"['binary search', 'data structures', 'greedy', 'two pointers']",1100,18406
1669,E,2-Letter Strings,"['data structures', 'math', 'strings']",1200,14275
1669,D,Colorful Stamp,['implementation'],1100,18274
1669,C,Odd/Even Increments,"['greedy', 'greedy', 'implementation', 'math']",800,28198
1669,B,Triple,"['implementation', 'sortings']",800,32304
1669,A,Division?,['implementation'],800,42918
1668,B,Social Distance,"['greedy', 'math', 'sortings']",900,15183
1668,A,Direction Change,"['implementation', 'math']",800,15622
1667,F,Yin Yang,['implementation'],3500,67
1667,E,Centroid Probabilities,"['combinatorics', 'dp', 'fft', 'math']",3000,414
1667,D,Edge Elimination,"['constructive algorithms', 'dfs and similar', 'dp', 'trees']",2900,477
1667,C,Half Queen Cover,"['constructive algorithms', 'math']",2400,1223
1667,B,Optimal Partition,"['data structures', 'dp']",2100,3075
1667,A,Make it Increasing,"['brute force', 'greedy', 'math']",1300,13032
1666,L,Labyrinth,"['dfs and similar', 'graphs']",1800,2630
1666,K,Kingdom Partition,['flows'],3200,124
1666,J,Job Lookup,"['constructive algorithms', 'dp', 'shortest paths', 'trees']",2100,1138
1666,I,Interactive Treasure Hunt,"['brute force', 'constructive algorithms', 'geometry', 'interactive', 'math']",2200,1232
1666,H,Heroes of Might,['math'],3500,53
1666,G,Global Warming,"['geometry', 'math']",3100,112
1666,F,Fancy Stack,"['combinatorics', 'dp', 'implementation']",2200,923
1666,E,Even Split,"['binary search', 'constructive algorithms', 'greedy', 'math']",2500,568
1666,D,Deletive Editing,['greedy'],900,5528
1666,C,Connect the Points,"['brute force', 'constructive algorithms', 'geometry']",1800,2719
1666,B,Budget Distribution,[],3300,46
1666,A,Admissible Map,[],3300,84
1665,E,MinimizOR,"['bitmasks', 'brute force', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'two pointers']",2500,1202
1665,D,GCD Guess,"['bitmasks', 'chinese remainder theorem', 'constructive algorithms', 'games', 'interactive', 'math', 'number theory']",2000,3235
1665,C,Tree Infection,"['binary search', 'greedy', 'sortings', 'trees']",1600,7219
1665,B,Array Cloning Technique,"['constructive algorithms', 'greedy', 'sortings']",900,16859
1665,A,GCD vs LCM,"['constructive algorithms', 'math']",800,21628
1663,H,Cross-Language Program,"['*special problem', 'constructive algorithms']",,1158
1663,G,Six Characters,"['*special problem', 'constructive algorithms', 'strings']",,180
1663,F,In Every Generation...,"['*special problem', 'strings']",,301
1663,E,Are You Safe?,"['*special problem', 'implementation']",,499
1663,D,Is it rated - 3,"['*special problem', 'combinatorics', 'dp', 'math']",,1297
1663,C,Pōja Verdon,"['*special problem', 'implementation', 'math']",,5361
1663,B,Mike's Sequence,"['*special problem', 'divide and conquer', 'implementation', 'math']",,3147
1663,A,Who Tested?,"['*special problem', 'expression parsing', 'trees']",,9808
1662,O,Circular Maze,"['brute force', 'dfs and similar', 'graphs', 'implementation']",,1022
1662,N,Drone Photo,"['combinatorics', 'math', 'sortings']",,511
1662,M,Bottle Arrangements,['constructive algorithms'],,2756
1662,L,Il Derby della Madonnina,"['data structures', 'dp', 'math']",,800
1662,K,Pandemic Restrictions,"['geometry', 'ternary search']",,230
1662,J,Training Camp,"['flows', 'graphs']",,101
1662,I,Ice Cream Shop,"['brute force', 'implementation', 'sortings']",,1613
1662,H,Boundary,"['brute force', 'math']",,2274
1662,G,Gastronomic Event,"['dp', 'greedy', 'trees']",,359
1662,F,Antennas,"['data structures', 'dfs and similar', 'graphs', 'graphs', 'implementation', 'implementation', 'shortest paths', 'shortest paths']",,754
1662,E,Round Table,['math'],,91
1662,D,Evolution of Weasels,"['greedy', 'implementation', 'strings']",,1350
1662,C,European Trip,"['dp', 'graphs', 'math', 'matrices']",,224
1662,B,Toys,"['greedy', 'strings']",,119
1662,A,Organizing SWERC,"['brute force', 'implementation']",,3632
1661,F,Teleporters,"['binary search', 'greedy']",2600,458
1661,E,Narrow Components,"['brute force', 'data structures', 'dp', 'dsu', 'math', 'trees']",2500,811
1661,D,Progressions Covering,"['data structures', 'greedy']",1900,3919
1661,C,Water the Trees,"['binary search', 'greedy', 'math']",1700,8035
1661,B,Getting Zero,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'graphs', 'greedy', 'shortest paths']",1300,14887
1661,A,Array Balancing,"['greedy', 'math']",800,17528
1660,F2,Promising String (hard version),"['data structures', 'implementation', 'math', 'strings']",2100,2317
1660,F1,Promising String (easy version),"['brute force', 'implementation', 'math', 'strings']",1700,6318
1660,E,Matrix and Shifts,"['brute force', 'constructive algorithms', 'greedy', 'implementation']",1600,6296
1660,D,Maximum Product Strikes Back,"['brute force', 'implementation', 'math', 'two pointers']",1600,7146
1660,C,Get an Even String,"['dp', 'greedy', 'strings']",1300,16744
1660,B,Vlad and Candies,['math'],800,25755
1660,A,Vasya and Coins,"['greedy', 'math']",800,32187
1659,F,Tree and Permutation Game,"['dfs and similar', 'games', 'graphs', 'trees']",3000,152
1659,E,AND-MEX Walk,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",2200,1265
1659,D,Reverse Sort Sum,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math', 'two pointers']",1900,3521
1659,C,Line Empire,"['binary search', 'brute force', 'dp', 'greedy', 'implementation', 'math']",1500,8490
1659,B,Bit Flipping,"['bitmasks', 'constructive algorithms', 'greedy', 'strings']",1300,9702
1659,A,Red Versus Blue,"['constructive algorithms', 'greedy', 'implementation', 'math']",1000,15169
1658,F,Juju and Binary String,"['brute force', 'constructive algorithms', 'greedy', 'math']",2700,627
1658,E,Gojou and Matrix Game,"['data structures', 'dp', 'games', 'hashing', 'implementation', 'math', 'number theory', 'sortings']",2500,875
1658,D2,388535 (Hard Version),"['bitmasks', 'brute force', 'data structures', 'math']",2300,2109
1658,D1,388535 (Easy Version),"['bitmasks', 'math']",1600,7886
1658,C,Shinju and the Lost Permutation,"['constructive algorithms', 'math']",1700,8481
1658,B,Marin and Anti-coprime Permutation,"['combinatorics', 'math', 'number theory']",800,17549
1658,A,Marin and Photoshoot,"['constructive algorithms', 'implementation', 'math']",800,19504
1657,F,Words on Tree,"['2-sat', 'dfs and similar', 'dsu', 'graphs', 'trees']",2600,458
1657,E,Star MST,"['combinatorics', 'dp', 'graph matchings', 'math']",2200,1608
1657,D,For Gamers. By Gamers.,"['binary search', 'brute force', 'greedy', 'math', 'sortings']",2000,4365
1657,C,Bracket Sequence Deletion,"['greedy', 'implementation']",1200,15568
1657,B,XY Sequence,['greedy'],800,21778
1657,A,Integer Moves,"['brute force', 'math']",800,22822
1656,I,Neighbour Ordering,"['constructive algorithms', 'graphs']",3500,69
1656,H,Equal LCM Subsets,"['data structures', 'math', 'number theory']",3200,283
1656,G,Cycle Palindrome,"['constructive algorithms', 'graphs', 'math']",3200,238
1656,F,Parametric MST,"['binary search', 'constructive algorithms', 'graphs', 'greedy', 'math', 'sortings']",2600,835
1656,E,Equal Tree Sums,"['constructive algorithms', 'dfs and similar', 'math', 'trees']",2200,2903
1656,D,K-good,"['constructive algorithms', 'math', 'number theory']",1900,5957
1656,C,Make Equal With Mod,"['constructive algorithms', 'math', 'number theory', 'sortings']",1200,16534
1656,B,Subtract Operation,"['data structures', 'greedy', 'math', 'two pointers']",1100,16008
1656,A,Good Pairs,"['math', 'sortings']",800,18338
1654,H,Three Minimums,"['combinatorics', 'constructive algorithms', 'divide and conquer', 'dp', 'fft', 'math']",3500,61
1654,G,Snowy Mountain,"['data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths', 'trees']",2900,301
1654,F,Minimal String Xoration,"['bitmasks', 'data structures', 'divide and conquer', 'greedy', 'hashing', 'sortings', 'strings']",2800,877
1654,E,Arithmetic Operations,"['brute force', 'data structures', 'graphs', 'math']",2300,1735
1654,D,Potion Brewing Class,"['dfs and similar', 'math', 'number theory', 'trees']",2100,2566
1654,C,Alice and the Cake,"['data structures', 'greedy', 'implementation', 'sortings']",1400,12157
1654,B,Prefix Removals,['strings'],800,14996
1654,A,Maximum Cake Tastiness,"['brute force', 'greedy', 'implementation', 'sortings']",800,17774
1651,F,Tower Defense,"['binary search', 'brute force', 'data structures']",3000,236
1651,E,Sum of Matchings,"['brute force', 'combinatorics', 'constructive algorithms', 'dfs and similar', 'graph matchings', 'greedy', 'math']",2600,424
1651,D,Nearest Excluded Points,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'shortest paths']",1900,4275
1651,C,Fault-tolerant Network,"['brute force', 'data structures', 'implementation']",1500,9732
1651,B,Prove Him Wrong,"['constructive algorithms', 'greedy']",800,18888
1651,A,Playoff,['implementation'],800,24335
1650,G,Counting Shortcuts,"['data structures', 'dfs and similar', 'dp', 'graphs', 'shortest paths']",2100,2057
1650,F,Vitaly and Advanced Useless Algorithms,"['dp', 'greedy', 'implementation']",2200,1219
1650,E,Rescheduling the Exam,"['binary search', 'data structures', 'greedy', 'implementation', 'math', 'sortings']",1900,3660
1650,D,Twist the Permutation,"['brute force', 'constructive algorithms', 'implementation', 'math']",1300,11695
1650,C,Weight of the System of Nested Segments,"['greedy', 'hashing', 'implementation', 'sortings']",1200,14978
1650,B,DIV + MOD,['math'],900,24288
1650,A,Deletions of Two Adjacent Letters,"['implementation', 'strings']",800,31202
1649,B,Game of Ball Passing,"['greedy', 'implementation']",1300,11894
1649,A,Game,['implementation'],800,14727
1648,F,Two Avenues,"['data structures', 'dfs and similar', 'graphs']",3500,63
1648,E,Air Reform,"['data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'graphs', 'implementation', 'trees']",3200,293
1648,D,Serious Business,"['data structures', 'divide and conquer', 'dp', 'implementation', 'shortest paths']",2800,661
1648,C,Tyler and Strings,"['combinatorics', 'data structures', 'implementation']",1900,2590
1648,B,Integral Array,"['brute force', 'constructive algorithms', 'data structures', 'math']",1800,5535
1648,A,Weird Sum,"['combinatorics', 'data structures', 'geometry', 'math', 'matrices', 'sortings']",1400,10462
1647,F,Madoka and Laziness,"['dp', 'greedy']",3100,325
1647,E,Madoka and the Sixth-graders,"['data structures', 'dfs and similar', 'greedy']",2500,853
1647,D,Madoka and the Best School in Russia,"['constructive algorithms', 'dp', 'math', 'number theory']",1900,4657
1647,C,Madoka and Childish Pranks,"['constructive algorithms', 'greedy']",1300,11642
1647,B,Madoka and the Elegant Gift,"['brute force', 'constructive algorithms', 'graphs', 'implementation']",1200,14202
1647,A,Madoka and Math Dad,"['implementation', 'math']",800,21609
1646,F,Playing Around the Table,"['constructive algorithms', 'greedy', 'implementation']",2900,340
1646,E,Power Board,"['brute force', 'dp', 'math', 'number theory']",2200,2008
1646,D,Weight the Tree,"['constructive algorithms', 'dfs and similar', 'dp', 'implementation', 'trees']",2000,3080
1646,C,Factorials and Powers of Two,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'math']",1500,11481
1646,B,Quality vs Quantity,"['brute force', 'constructive algorithms', 'greedy', 'sortings', 'two pointers']",800,19675
1646,A,Square Counting,['math'],800,22800
1644,F,Basis,"['combinatorics', 'fft', 'math', 'number theory']",2900,287
1644,E,Expand the Path,"['brute force', 'combinatorics', 'data structures', 'implementation', 'math']",1900,2680
1644,D,Cross Coloring,"['data structures', 'implementation', 'math']",1700,6370
1644,C,Increase Subarray Sums,"['brute force', 'dp', 'greedy', 'implementation']",1400,12250
1644,B,Anti-Fibonacci Permutation,"['brute force', 'constructive algorithms', 'implementation']",800,19773
1644,A,Doors and Keys,['implementation'],800,25467
1642,B,Power Walking,['greedy'],900,15621
1642,A,Hard Way,['geometry'],800,15313
1641,F,Covering Circle,['geometry'],3500,77
1641,E,Special Positions,"['combinatorics', 'divide and conquer', 'fft', 'math']",3300,176
1641,D,Two Arrays,"['bitmasks', 'brute force', 'combinatorics', 'greedy', 'hashing', 'math', 'two pointers']",2700,845
1641,C,Anonymity Is Important,"['binary search', 'brute force', 'data structures', 'dsu', 'greedy', 'sortings']",2200,2068
1641,B,Repetitions Decoding,"['constructive algorithms', 'implementation', 'sortings']",2000,3481
1641,A,Great Sequence,"['brute force', 'greedy', 'sortings']",1200,16101
1639,K,Treasure Hunt,"['graphs', 'interactive']",,
1639,J,Treasure Hunt,"['graphs', 'interactive']",,
1639,I,Treasure Hunt,"['graphs', 'interactive']",,
1639,H,Treasure Hunt,"['graphs', 'interactive']",,
1639,G,Treasure Hunt,"['graphs', 'interactive']",,
1639,F,Treasure Hunt,"['graphs', 'interactive']",,
1639,E,Treasure Hunt,"['graphs', 'interactive']",,
1639,D,Treasure Hunt,"['graphs', 'interactive']",,
1639,C,Treasure Hunt,"['graphs', 'interactive']",,
1639,B,Treasure Hunt,"['graphs', 'interactive']",,
1639,A,Treasure Hunt,"['graphs', 'interactive']",,
1638,F,Two Posters,"['brute force', 'data structures', 'greedy', 'two pointers']",3200,163
1638,E,Colorful Operations,"['brute force', 'data structures', 'implementation']",2400,1574
1638,D,Big Brush,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",2000,3729
1638,C,Inversion Graph,"['data structures', 'dsu', 'graphs', 'math']",1300,13331
1638,B,Odd Swap Sort,"['data structures', 'math', 'sortings']",1100,18852
1638,A,Reverse,"['constructive algorithms', 'greedy', 'math']",800,20550
1637,H,Minimize Inversions Number,"['data structures', 'greedy', 'math', 'sortings']",3500,227
1637,G,Birthday,"['constructive algorithms', 'greedy', 'math']",3000,384
1637,F,Towers,"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",2500,1494
1637,E,Best Pair,"['binary search', 'brute force', 'implementation']",2100,2888
1637,D,Yet Another Minimization Problem,"['dp', 'greedy', 'math']",1800,6614
1637,C,Andrew and Stones,"['greedy', 'implementation']",1200,16182
1637,B,MEX and Array,"['brute force', 'dp', 'greedy', 'math']",1100,14179
1637,A,Sorting Parts,"['brute force', 'sortings']",800,21408
1635,F,Closest Pair,"['data structures', 'greedy']",2800,825
1635,E,Cars,"['2-sat', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",2200,1922
1635,D,Infinite Set,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800,5351
1635,C,Differential Sorting,"['constructive algorithms', 'greedy']",1200,14833
1635,B,Avoid Local Maximums,['greedy'],800,17262
1635,A,Min Or Sum,"['bitmasks', 'greedy']",800,20326
1634,F,Fibonacci Additions,"['brute force', 'data structures', 'hashing', 'implementation', 'math']",2700,1270
1634,E,Fair Share,"['constructive algorithms', 'data structures', 'dfs and similar', 'graph matchings', 'graphs']",2400,1413
